"label","id","type","author","year","title","journal","abstract","keywords","doi","source","n_duplicates","matches","screened_topics","display","topic","notes","citation","screened_titles"
"ref_083","pop00085","BOOK","A Zattoni","2020","Corporate governance",NA,NA,"",NA,"Google Scholar",1,83,"selected",TRUE,2,NA,"Corporate Governance.","selected"
"ref_084","pop00086","ARTICLE","A Puni; A Anlesinya","2020","Corporate governance mechanisms and firm performance in a developing country","International Journal of Law and Management","… corporate governance literature relative to the lack of consensus on financial impacts of corporate governance … evidence that some current corporate governance mechanisms are not …","","10.1108/IJLMA-03-2019-0076","Google Scholar",1,84,"selected",TRUE,1,NA,"Corporate Governance Mechanisms and Firm Performance in a Developing Country.","selected"
"ref_085","pop00087","ARTICLE","A Almagtome; M Khaghaany; ...","2020","Corporate governance quality, stakeholders' pressure, and sustainable development: An integrated approach","International Journal of …","… , are not the result of corporate governance practices or of … related to both corporate governance practices and stakeholder … relationship between corporate governance and corporate …","",NA,"Google Scholar",1,85,"selected",TRUE,1,NA,"Corporate Governance Quality, Stakeholders' Pressure, and Sustainable Development: An Integrated Approach.","selected"
"ref_086","pop00088","ARTICLE","A Ayunitha; HW Sulastri; MI Fauzi; MAP Sakti; ...","2020","Does the Good Corporate Governance Approach Affect Agency Cost","Solid State …","… This research has the objective to determine the effect of corporate governance on the agency cost to … The independent variable used in this study is corporate governance consisting of …","",NA,"Google Scholar",1,86,"selected",TRUE,1,NA,"Does the Good Corporate Governance Approach Affect Agency Cost.","selected"
"ref_087","pop00089","ARTICLE","R Manita; N Elommal; P Baudier; L Hikkerova","2020","The digital transformation of external audit and its impact on corporate governance","… Forecasting and Social …","The literature demonstrates the growing interest of digitalization in organizations. The purpose of this paper is to study the influence of digitalization on audit’s business and to …","",NA,"Google Scholar",1,87,"selected",TRUE,4,NA,"The Digital Transformation of External Audit and Its Impact on Corporate Governance.","selected"
"ref_088","pop00090","ARTICLE","ER Ahmed; TTY Alabdullah; MM Thottoli; ...","2020","Does corporate governance predict firm profitability? An empirical study in Oman","… International Journal of …","ABSTRACTPurpose â€�  This research aims to test whether corporate governance (CG) predicts firm profitability in a sample of firms listed in the financial mark in Oman. Design/…","",NA,"Google Scholar",1,88,"selected",TRUE,1,NA,"Does Corporate Governance Predict Firm Profitability? an Empirical Study in Oman.","selected"
"ref_089","pop00091","ARTICLE","R Morrison; NCHL Mazey; SC Wingreen","2020","The DAO controversy: the case for a new species of corporate governance?","Frontiers in Blockchain","This paper reviews the recent case of The DAO “hack�  in June 2016 and analyzes The DAO's response in its time of crisis, and its implications for corporate and IT governance. There …","","10.3389/fbloc.2020.00025","Google Scholar",1,89,"selected",TRUE,4,NA,"The Dao Controversy: The Case for a New Species of Corporate Governance?","selected"
"ref_090","pop00092","ARTICLE","B Al-Gamrh; KNIK Ismail; T Ahsan; ...","2020","Investment opportunities, corporate governance quality, and firm performance in the UAE","Journal of Accounting in …","Purpose This paper examines the influence of investment opportunities on firm performance and evaluates corporate governance practices in the United Arab Emirates (UAE) to …","","10.1108/JAEE-12-2018-0134","Google Scholar",1,90,"selected",TRUE,4,NA,"Investment Opportunities, Corporate Governance Quality, and Firm Performance in the Uae.","selected"
"ref_091","pop00093","ARTICLE","M Hilb","2020","Toward artificial governance? The role of artificial intelligence in shaping the future of corporate governance","Journal of Management and Governance","… on corporate governance practice. For the purpose of this article, we define corporate governance as “… Given the multifaceted nature of corporate governance, we propose an integrated …","","10.1007/s10997-020-09519-9","Google Scholar",1,91,"selected",TRUE,2,NA,"Toward Artificial Governance? the Role of Artificial Intelligence in Shaping the Future of Corporate Governance.","selected"
"ref_092","pop00094","ARTICLE","M El Diri; C Lambrinoudakis; M Alhadab","2020","Corporate governance and earnings management in concentrated markets","Journal of Business Research","… the mitigating effect of corporate governance on earnings … , market concentration and corporate governance. For measuring market … For measuring corporate governance we use three …","",NA,"Google Scholar",1,92,"selected",TRUE,2,NA,"Corporate Governance and Earnings Management in Concentrated Markets.","excluded"
"ref_093","pop00095","ARTICLE","WM Al-ahdal; MH Alsamhi; MI Tabash; ...","2020","The impact of corporate governance on financial performance of Indian and GCC listed firms: An empirical investigation","Research in International …","… Corporate governance plays a vital role in creating a … about the background of corporate governance mechanisms in India … Furthermore, it analyzes the impact of corporate governance …","",NA,"Google Scholar",1,93,"selected",TRUE,1,NA,"The Impact of Corporate Governance on Financial Performance of Indian and Gcc Listed Firms: An Empirical Investigation.","selected"
"ref_094","pop00096","ARTICLE","S Makhmudov","2020","WAYS TO EFFECTIVELY USE OF MODERN INFORMATION SYSTEMS AND INFORMATION TECHNOLOGIES IN CORPORATE GOVERNANCE","� рхив научных и� � ледований","… of IS and IT in corporate governance are constantly growing, and … corporate governance. The development of business Informatization has shown that IS and IT in corporate governance …","",NA,"Google Scholar",1,94,"selected",TRUE,2,NA,"Ways to Effectively Use of Modern Information Systems and Information Technologies in Corporate Governance.","selected"
"ref_095","pop00097","ARTICLE","E Aslam; R Haron","2020","Does corporate governance affect the performance of Islamic banks? New insight into Islamic countries","Corporate Governance: The International Journal …","… how corporate governance … of corporate governance on performance of IBs across countries. Agency theory is discussed to explain the relationship between corporate governance …","","10.1108/CG-11-2019-0350","Google Scholar",1,95,"selected",TRUE,1,NA,"Does Corporate Governance Affect the Performance of Islamic Banks? New Insight into Islamic Countries.","selected"
"ref_096","pop00098","ARTICLE","PM Dat; ND Mau; BTT Loan; DTN Huy","2020","COMPARATIVE CHINA CORPORATE GOVERNANCE STANDARDS AFTER FINANCIAL CRISIS, CORPORATE SCANDALS AND MANIPULATION.","Journal of security \& …","… terms of quality of corporate governance. Therefore, Chinese companies need to enhance … corporate governance structure by applying Western and international corporate governance …","",NA,"Google Scholar",1,96,"selected",TRUE,3,NA,"Comparative China Corporate Governance Standards after Financial Crisis, Corporate Scandals and Manipulation.","selected"
"ref_097","pop00099","ARTICLE","T Cooray; ADN Gunarathne; S Senaratne","2020","Does corporate governance affect the quality of integrated reporting?","Sustainability","This study examines how governance mechanisms affect the quality of integrated reporting (IR), which is fast emerging both as a tool to help firms understand their value creation …","",NA,"Google Scholar",1,97,"selected",TRUE,4,NA,"Does Corporate Governance Affect the Quality of Integrated Reporting?","selected"
"ref_098","pop00100","ARTICLE","SA Shive; MM Forster","2020","Corporate governance and pollution externalities of public and private firms","The Review of Financial Studies","The number of US publicly traded firms has halved in 20 years. How will this shift in ownership structure affect the economy’s externalities? Using comprehensive data on greenhouse …","",NA,"Google Scholar",1,98,"selected",TRUE,1,NA,"Corporate Governance and Pollution Externalities of Public and Private Firms.","selected"
"ref_099","pop00101","ARTICLE","A Huu Nguyen; D Thuy Doan; L Ha Nguyen","2020","Corporate governance and agency cost: Empirical evidence from Vietnam","Journal of Risk and …","… Abstract: This study examines the impact of corporate governance, reflecting a wide spectrum of … The results can create effective corporate governance mechanisms in controlling the …","",NA,"Google Scholar",1,99,"selected",TRUE,2,NA,"Corporate Governance and Agency Cost: Empirical Evidence from Vietnam.","selected"
